discrimination_occurred,respodent_id,interview_country,age,gender,job_situation,ethnic_group,household_income,income_imputed,religion,marital status,past_discrim_exp,extent_of_discrim,can_make_ends_meet,rent_or_own_housing,searched_for_housing,urbanization_degree,health_status,has_illness,health_impact_on_life,insurance_coverage,violence_exp_by_family,aware_of_support_org,friends_from_diff_ethnicity,friends_from_majority,neighbour_ethnicity,social_transfers,poverty_risk,citizenship_status,stopped_by_police
0,16871.0,11.0,48.0,1.0,4.0,2.0,16.0,1.0,2.0,1,0.0,6.0,0,0,0,3.0,4.0,0,3.0,1,0,0,0,1,0,3,1.0,0.0,1
0,16872.0,11.0,38.0,2.0,4.0,2.0,16.0,1.0,2.0,1,0.0,3.0,0,0,0,3.0,4.0,0,3.0,1,0,0,0,0,0,3,1.0,0.0,0
1,16874.0,11.0,57.0,1.0,2.0,2.0,15.0,0.0,2.0,0,2.0,8.0,1,0,1,3.0,4.0,0,3.0,1,1,1,1,1,0,0,0.0,1.0,0
0,16875.0,11.0,26.0,1.0,5.0,2.0,8.0,0.0,2.0,0,18.0,9.0,0,0,1,3.0,4.0,0,3.0,1,0,0,1,1,0,0,1.0,0.0,0
0,16876.0,11.0,43.0,1.0,1.0,2.0,14.0,0.0,2.0,0,1.0,8.0,0,0,0,3.0,4.0,1,3.0,0,1,0,1,1,0,0,0.0,0.0,0
0,16877.0,11.0,42.0,1.0,4.0,2.0,9.0,0.0,0.0,0,0.0,3.0,0,0,1,3.0,4.0,1,2.0,1,0,1,1,1,0,2,1.0,1.0,0
0,16878.0,11.0,43.0,2.0,1.0,2.0,17.0,1.0,2.0,1,0.0,8.0,0,0,0,3.0,4.0,0,3.0,1,0,0,1,0,0,3,1.0,1.0,0
0,16884.0,11.0,60.0,2.0,4.0,2.0,13.0,1.0,2.0,1,0.0,3.0,0,0,0,3.0,2.0,1,1.0,1,0,0,0,0,0,3,1.0,0.0,0
0,16885.0,11.0,20.0,1.0,4.0,2.0,19.0,1.0,2.0,0,0.0,7.0,0,0,0,3.0,5.0,0,3.0,1,1,0,1,1,0,2,0.0,0.0,1
0,16887.0,11.0,44.0,2.0,4.0,2.0,19.0,1.0,2.0,1,0.0,7.0,0,0,0,3.0,3.0,1,2.0,1,0,0,0,0,0,2,0.0,0.0,0
0,16889.0,11.0,40.0,2.0,1.0,2.0,20.0,1.0,2.0,1,0.0,9.0,0,0,0,3.0,4.0,0,3.0,1,0,0,0,0,0,1,0.0,0.0,0
0,16891.0,11.0,33.0,1.0,1.0,2.0,15.0,0.0,2.0,0,0.0,9.0,1,0,1,3.0,5.0,0,3.0,1,0,1,1,0,0,0,0.0,0.0,1
0,16892.0,11.0,30.0,1.0,1.0,2.0,16.0,0.0,2.0,0,24.0,8.0,1,0,0,3.0,4.0,0,3.0,1,1,1,1,1,0,0,0.0,0.0,1
1,16895.0,11.0,46.0,2.0,4.0,2.0,13.0,0.0,1.0,0,0.0,9.0,0,0,0,2.0,4.0,1,2.0,1,1,0,0,0,1,3,1.0,0.0,0
0,16897.0,11.0,22.0,1.0,5.0,2.0,12.0,0.0,2.0,0,0.0,9.0,0,0,1,2.0,5.0,0,3.0,1,0,0,1,1,0,3,1.0,1.0,0
0,16901.0,11.0,44.0,1.0,1.0,2.0,15.0,0.0,2.0,0,0.0,12.0,0,0,0,2.0,4.0,0,3.0,1,1,0,1,1,0,0,0.0,0.0,1
0,16916.0,11.0,24.0,1.0,1.0,2.0,20.0,0.0,2.0,0,7.0,9.0,0,0,0,2.0,4.0,0,3.0,1,0,1,1,1,1,2,0.0,0.0,1
0,16921.0,11.0,47.0,2.0,7.0,2.0,15.0,0.0,2.0,0,0.0,6.0,0,0,0,2.0,2.0,1,1.0,1,0,0,0,1,1,3,1.0,0.0,0
0,16933.0,11.0,22.0,2.0,5.0,2.0,19.0,0.0,2.0,1,1.0,7.0,1,0,0,2.0,4.0,0,3.0,1,1,0,1,0,1,1,1.0,1.0,1
0,16939.0,11.0,39.0,2.0,7.0,2.0,15.0,0.0,2.0,1,0.0,3.0,0,0,0,2.0,3.0,0,3.0,1,0,1,0,0,1,2,1.0,0.0,0
0,16947.0,11.0,19.0,1.0,5.0,2.0,18.0,0.0,2.0,0,0.0,8.0,0,0,0,2.0,5.0,0,3.0,1,0,0,0,1,1,1,1.0,1.0,1
1,16951.0,11.0,46.0,1.0,4.0,2.0,14.0,0.0,2.0,1,3.0,10.0,0,0,0,2.0,2.0,1,1.0,1,0,0,1,1,1,3,1.0,1.0,1
1,16959.0,11.0,17.0,2.0,5.0,2.0,16.0,0.0,2.0,0,1.0,4.0,0,0,0,2.0,4.0,1,2.0,1,0,1,1,0,0,2,1.0,1.0,0
0,16974.0,11.0,22.0,1.0,1.0,2.0,20.0,1.0,2.0,0,0.0,7.0,1,0,0,2.0,5.0,0,3.0,1,0,0,1,1,0,0,0.0,0.0,0
1,16982.0,11.0,32.0,2.0,5.0,2.0,18.0,0.0,2.0,0,6.0,7.0,1,0,0,2.0,4.0,0,2.0,1,2,0,1,1,0,2,1.0,0.0,1
0,16986.0,11.0,40.0,2.0,1.0,2.0,20.0,0.0,2.0,1,0.0,4.0,1,1,0,2.0,4.0,0,3.0,0,0,0,1,1,1,2,0.0,0.0,1
0,16990.0,11.0,20.0,2.0,1.0,2.0,21.0,1.0,2.0,0,2.0,6.0,1,1,0,2.0,5.0,0,3.0,1,0,0,1,1,1,2,0.0,1.0,0
0,16992.0,11.0,46.0,2.0,7.0,2.0,21.0,1.0,2.0,1,0.0,3.0,1,1,0,2.0,4.0,0,2.0,1,0,0,1,1,1,2,0.0,0.0,0
0,16999.0,11.0,23.0,2.0,1.0,2.0,17.0,1.0,2.0,1,0.0,3.0,1,0,1,2.0,4.0,0,1.0,1,0,0,1,1,0,1,0.0,0.0,1
0,17000.0,11.0,24.0,1.0,1.0,2.0,17.0,1.0,2.0,1,6.0,7.0,1,0,1,2.0,5.0,0,2.0,1,0,1,1,1,0,1,0.0,0.0,1
0,17005.0,11.0,49.0,1.0,1.0,2.0,17.0,0.0,2.0,1,0.0,5.0,0,1,0,2.0,4.0,1,2.0,1,0,0,1,1,0,0,0.0,0.0,1
0,17011.0,11.0,49.0,1.0,1.0,2.0,17.0,0.0,2.0,0,2.0,9.0,1,0,1,3.0,3.0,1,2.0,1,0,0,0,0,0,0,0.0,0.0,1
1,17015.0,11.0,37.0,1.0,1.0,2.0,15.0,0.0,2.0,0,13.0,9.0,0,0,1,3.0,3.0,1,3.0,1,0,0,1,1,0,0,0.0,0.0,1
0,17016.0,11.0,48.0,1.0,1.0,2.0,17.0,0.0,2.0,1,24.0,6.0,0,0,1,3.0,3.0,1,1.0,1,0,0,1,1,0,1,1.0,1.0,1
0,17027.0,11.0,49.0,1.0,1.0,2.0,19.0,1.0,2.0,1,0.0,0.0,0,0,0,3.0,4.0,0,3.0,1,0,0,1,1,0,0,0.0,0.0,0
0,17029.0,11.0,50.0,2.0,1.0,2.0,18.0,1.0,0.0,0,0.0,6.0,1,0,1,3.0,4.0,0,3.0,1,0,0,1,1,1,0,0.0,1.0,0
0,17031.0,11.0,23.0,1.0,2.0,2.0,16.0,0.0,2.0,1,1.0,7.0,0,0,1,3.0,4.0,0,3.0,1,0,0,0,0,1,1,1.0,0.0,0
0,17034.0,11.0,35.0,1.0,1.0,2.0,19.0,1.0,2.0,1,4.0,3.0,0,0,0,3.0,4.0,0,3.0,1,0,0,0,0,1,1,0.0,0.0,1
0,17042.0,11.0,27.0,1.0,1.0,2.0,13.0,1.0,0.0,0,0.0,9.0,0,0,0,3.0,4.0,0,3.0,1,0,0,1,0,1,0,0.0,1.0,1
0,17047.0,11.0,37.0,2.0,7.0,2.0,18.0,1.0,2.0,1,0.0,6.0,0,0,0,3.0,5.0,0,3.0,1,0,0,1,0,0,1,1.0,0.0,0
0,17048.0,11.0,53.0,1.0,1.0,2.0,18.0,1.0,2.0,1,2.0,3.0,0,0,1,3.0,4.0,0,3.0,1,0,1,1,0,0,1,1.0,1.0,0
0,17052.0,11.0,43.0,2.0,1.0,2.0,20.0,0.0,2.0,1,0.0,8.0,1,1,1,3.0,5.0,0,3.0,1,1,0,1,0,0,1,0.0,1.0,1
0,17055.0,11.0,51.0,1.0,1.0,2.0,20.0,1.0,2.0,1,0.0,0.0,1,0,1,3.0,2.0,1,1.0,1,0,0,1,1,0,1,0.0,1.0,0
0,17066.0,11.0,42.0,2.0,5.0,2.0,13.0,0.0,0.0,0,3.0,9.0,0,0,1,3.0,3.0,1,1.0,1,0,1,1,1,0,3,1.0,1.0,0
0,17068.0,11.0,21.0,1.0,5.0,2.0,18.0,0.0,2.0,0,2.0,10.0,1,0,0,3.0,4.0,1,3.0,1,0,0,1,1,0,2,0.0,0.0,1
1,17071.0,11.0,66.0,2.0,8.0,2.0,12.0,0.0,0.0,0,6.0,11.0,0,0,1,3.0,2.0,1,1.0,1,0,0,1,0,1,2,1.0,0.0,1
0,17079.0,11.0,46.0,1.0,4.0,2.0,17.0,1.0,2.0,1,2.0,4.0,0,0,1,3.0,4.0,0,3.0,1,0,0,0,0,0,3,0.0,0.0,0
1,17081.0,11.0,32.0,2.0,5.0,2.0,14.0,1.0,2.0,1,0.0,7.0,0,0,1,3.0,4.0,1,1.0,1,0,0,1,0,0,1,1.0,0.0,1
0,17082.0,11.0,25.0,1.0,4.0,2.0,14.0,1.0,0.0,1,6.0,7.0,0,0,1,3.0,5.0,0,3.0,0,2,0,1,1,0,1,1.0,1.0,0
0,17083.0,11.0,22.0,1.0,5.0,2.0,8.0,0.0,0.0,0,4.0,11.0,0,0,1,3.0,4.0,0,2.0,0,0,1,1,1,0,1,1.0,0.0,1
0,17084.0,11.0,27.0,2.0,5.0,2.0,20.0,0.0,2.0,1,6.0,7.0,1,0,1,3.0,3.0,1,2.0,1,1,1,1,1,0,0,0.0,1.0,1
0,17086.0,11.0,26.0,1.0,1.0,2.0,17.0,0.0,2.0,0,0.0,5.0,1,0,1,3.0,5.0,0,3.0,1,2,0,1,1,0,0,0.0,0.0,1
1,17087.0,11.0,16.0,1.0,5.0,2.0,15.0,0.0,2.0,0,3.0,9.0,0,1,0,3.0,4.0,0,2.0,1,1,1,1,1,0,1,1.0,1.0,1
1,17097.0,11.0,22.0,2.0,5.0,2.0,21.0,1.0,2.0,0,3.0,9.0,0,1,0,2.0,4.0,0,2.0,1,1,1,1,1,0,2,0.0,1.0,0
1,17113.0,11.0,23.0,1.0,4.0,2.0,19.0,0.0,2.0,0,0.0,7.0,1,1,0,2.0,5.0,0,2.0,1,0,0,1,1,1,2,1.0,0.0,1
0,17118.0,11.0,42.0,2.0,1.0,2.0,12.0,0.0,2.0,0,0.0,8.0,0,0,0,2.0,3.0,0,3.0,1,0,0,1,1,0,1,1.0,0.0,0
1,17138.0,11.0,29.0,2.0,1.0,2.0,15.0,0.0,2.0,0,0.0,9.0,0,0,1,2.0,4.0,0,2.0,1,1,1,0,1,1,3,1.0,0.0,1
0,17154.0,11.0,26.0,1.0,1.0,2.0,22.0,1.0,2.0,1,0.0,9.0,1,1,1,2.0,5.0,1,3.0,1,0,0,1,1,0,2,0.0,1.0,1
1,17156.0,11.0,52.0,1.0,4.0,2.0,19.0,1.0,2.0,1,0.0,8.0,0,0,1,2.0,3.0,0,1.0,1,0,0,1,1,0,2,0.0,0.0,0
0,17160.0,11.0,21.0,2.0,5.0,2.0,21.0,0.0,2.0,0,7.0,6.0,1,0,0,2.0,4.0,0,3.0,1,0,0,1,1,1,2,0.0,0.0,1
1,17163.0,11.0,22.0,2.0,5.0,2.0,20.0,0.0,2.0,0,6.0,7.0,1,0,0,2.0,4.0,0,3.0,1,0,0,1,1,1,3,1.0,1.0,0
0,17171.0,11.0,37.0,2.0,4.0,2.0,17.0,0.0,2.0,1,0.0,9.0,0,0,1,2.0,4.0,0,3.0,1,0,0,1,0,1,2,1.0,0.0,1
1,17175.0,11.0,26.0,1.0,5.0,2.0,21.0,0.0,2.0,0,6.0,11.0,0,0,1,2.0,3.0,1,3.0,1,0,0,1,1,1,0,0.0,0.0,1
1,17218.0,11.0,37.0,2.0,4.0,2.0,12.0,1.0,2.0,0,16.0,10.0,0,0,1,3.0,3.0,0,3.0,1,0,1,0,0,0,1,1.0,0.0,0
0,17225.0,11.0,21.0,2.0,7.0,2.0,17.0,1.0,2.0,1,2.0,11.0,1,1,1,3.0,5.0,0,3.0,1,2,1,1,1,0,1,0.0,0.0,0
1,17226.0,11.0,24.0,1.0,1.0,2.0,17.0,1.0,2.0,1,4.0,9.0,0,1,1,3.0,4.0,1,2.0,1,1,0,1,1,0,0,0.0,0.0,1
1,17227.0,11.0,46.0,2.0,1.0,2.0,19.0,1.0,2.0,1,0.0,6.0,0,0,0,3.0,2.0,1,1.0,1,0,1,1,1,0,2,1.0,1.0,0
0,17230.0,11.0,17.0,1.0,1.0,2.0,19.0,1.0,2.0,0,0.0,8.0,0,0,0,3.0,5.0,0,3.0,1,2,0,1,1,1,3,1.0,1.0,0
1,17233.0,11.0,48.0,2.0,4.0,2.0,15.0,1.0,2.0,1,0.0,9.0,1,0,1,3.0,4.0,0,3.0,1,1,0,1,1,0,3,1.0,0.0,0
0,17235.0,11.0,27.0,2.0,5.0,2.0,15.0,1.0,2.0,0,2.0,7.0,0,0,1,3.0,5.0,0,3.0,1,1,1,1,1,0,2,1.0,0.0,1
1,17237.0,11.0,52.0,2.0,7.0,2.0,17.0,1.0,2.0,1,4.0,12.0,0,0,0,3.0,4.0,0,3.0,1,2,0,1,0,1,2,1.0,1.0,0
0,17248.0,11.0,36.0,2.0,1.0,2.0,20.0,1.0,2.0,1,0.0,7.0,1,0,0,3.0,4.0,0,3.0,1,0,0,1,1,1,1,0.0,0.0,0
1,17253.0,11.0,26.0,1.0,1.0,2.0,18.0,1.0,2.0,0,5.0,8.0,0,0,1,3.0,5.0,0,3.0,1,2,1,1,1,0,4,0.0,1.0,1
0,17254.0,11.0,45.0,1.0,2.0,2.0,18.0,0.0,0.0,0,2.0,3.0,0,0,1,3.0,4.0,0,2.0,1,1,0,0,0,0,0,0.0,1.0,0
1,17258.0,11.0,17.0,2.0,5.0,2.0,21.0,1.0,2.0,0,3.0,9.0,1,0,0,3.0,4.0,1,3.0,1,1,0,1,1,1,1,0.0,1.0,0
1,17267.0,11.0,16.0,2.0,5.0,2.0,22.0,1.0,2.0,0,0.0,10.0,0,0,0,3.0,5.0,0,3.0,1,0,0,1,1,1,0,0.0,1.0,0
0,17272.0,11.0,63.0,1.0,8.0,2.0,13.0,1.0,2.0,1,0.0,5.0,0,0,1,3.0,2.0,1,1.0,1,0,0,0,1,0,1,1.0,0.0,1
0,17276.0,11.0,47.0,1.0,1.0,2.0,21.0,1.0,0.0,1,17.0,3.0,1,0,1,3.0,5.0,0,3.0,1,1,1,1,1,0,1,0.0,1.0,0
0,17286.0,11.0,82.0,1.0,8.0,2.0,13.0,0.0,2.0,1,0.0,3.0,0,0,1,3.0,3.0,1,2.0,1,0,0,0,1,0,1,1.0,0.0,1
0,17288.0,11.0,26.0,1.0,5.0,2.0,14.0,0.0,0.0,0,0.0,6.0,0,0,1,3.0,5.0,0,3.0,1,2,1,1,1,0,1,0.0,1.0,1
0,17297.0,11.0,25.0,1.0,5.0,2.0,12.0,0.0,2.0,0,1.0,5.0,0,0,1,3.0,5.0,0,3.0,1,1,0,1,1,0,1,1.0,1.0,0
0,17299.0,11.0,24.0,2.0,5.0,2.0,14.0,0.0,2.0,0,0.0,6.0,1,0,0,3.0,5.0,0,3.0,1,1,0,1,1,0,1,0.0,1.0,0
0,17307.0,11.0,57.0,1.0,4.0,2.0,14.0,1.0,2.0,1,0.0,6.0,0,0,0,3.0,4.0,0,3.0,1,0,0,0,0,0,1,1.0,0.0,0
1,17311.0,11.0,24.0,2.0,1.0,2.0,19.0,1.0,2.0,0,22.0,8.0,0,0,0,3.0,4.0,0,3.0,1,2,1,1,1,0,2,0.0,1.0,1
1,17312.0,11.0,25.0,1.0,1.0,2.0,19.0,1.0,2.0,0,11.0,9.0,1,0,0,3.0,3.0,1,2.0,1,1,1,0,1,0,0,0.0,1.0,1
0,17314.0,11.0,24.0,2.0,1.0,2.0,16.0,1.0,2.0,0,24.0,7.0,1,0,0,3.0,5.0,0,3.0,1,2,0,0,1,0,1,0.0,1.0,0
1,17315.0,11.0,47.0,1.0,1.0,2.0,9.0,0.0,2.0,0,12.0,8.0,0,0,0,3.0,4.0,1,2.0,1,2,1,1,0,0,2,1.0,0.0,1
0,17316.0,11.0,32.0,2.0,1.0,2.0,21.0,0.0,2.0,0,6.0,0.0,1,0,1,3.0,5.0,0,3.0,1,0,1,1,1,0,0,0.0,1.0,0
0,17318.0,11.0,36.0,1.0,4.0,2.0,15.0,1.0,2.0,1,0.0,9.0,0,0,0,3.0,4.0,0,3.0,1,2,0,1,1,0,3,1.0,1.0,0
0,17327.0,11.0,51.0,1.0,4.0,2.0,9.0,0.0,2.0,0,0.0,5.0,0,0,0,3.0,1.0,1,1.0,1,0,0,1,1,0,2,1.0,0.0,0
0,17335.0,11.0,26.0,1.0,1.0,2.0,15.0,1.0,2.0,0,21.0,9.0,0,0,0,3.0,4.0,0,3.0,1,2,1,0,1,0,2,1.0,1.0,1
1,17338.0,11.0,23.0,1.0,1.0,2.0,15.0,1.0,2.0,0,21.0,7.0,0,0,0,3.0,4.0,0,3.0,1,1,0,1,1,0,2,1.0,1.0,1
0,17340.0,11.0,24.0,2.0,1.0,2.0,16.0,0.0,1.0,0,0.0,8.0,1,0,1,3.0,5.0,0,3.0,1,1,1,1,1,0,0,0.0,1.0,0
0,17358.0,11.0,21.0,1.0,5.0,2.0,21.0,1.0,2.0,0,0.0,6.0,1,0,1,1.0,5.0,0,3.0,1,1,0,1,1,0,2,0.0,1.0,1
0,17362.0,11.0,18.0,2.0,5.0,2.0,21.0,1.0,2.0,0,0.0,5.0,1,0,0,1.0,5.0,0,3.0,1,0,0,1,1,0,2,0.0,1.0,0
1,17365.0,11.0,43.0,2.0,1.0,2.0,21.0,1.0,2.0,1,0.0,7.0,1,1,0,1.0,4.0,1,2.0,1,0,0,0,1,0,1,0.0,1.0,0
1,17371.0,11.0,20.0,2.0,5.0,2.0,16.0,1.0,2.0,0,15.0,11.0,1,0,0,1.0,5.0,0,3.0,1,1,0,1,1,0,1,1.0,0.0,1
0,17376.0,11.0,49.0,1.0,4.0,2.0,16.0,1.0,2.0,1,0.0,7.0,0,0,0,1.0,4.0,0,3.0,1,0,0,1,1,0,2,1.0,0.0,0
0,17390.0,11.0,23.0,1.0,1.0,2.0,21.0,0.0,2.0,0,0.0,0.0,1,0,0,1.0,4.0,0,3.0,1,0,0,1,1,1,0,0.0,1.0,0
0,17394.0,11.0,40.0,1.0,2.0,2.0,21.0,1.0,2.0,1,0.0,0.0,1,1,1,1.0,3.0,0,2.0,1,0,0,0,0,0,2,0.0,1.0,0
0,17395.0,11.0,38.0,2.0,1.0,2.0,21.0,1.0,2.0,1,0.0,0.0,1,1,1,1.0,4.0,0,3.0,1,0,1,1,1,0,1,0.0,1.0,0
0,17402.0,11.0,45.0,2.0,1.0,2.0,18.0,1.0,2.0,1,0.0,0.0,1,1,0,1.0,4.0,0,3.0,1,0,0,1,1,1,0,0.0,1.0,0
0,17403.0,11.0,27.0,2.0,1.0,2.0,13.0,0.0,2.0,0,0.0,0.0,0,0,1,1.0,4.0,0,2.0,1,0,0,1,1,1,0,0.0,1.0,0
1,17404.0,11.0,50.0,1.0,1.0,2.0,21.0,1.0,2.0,1,0.0,6.0,1,1,0,1.0,4.0,0,2.0,1,0,0,1,1,0,0,0.0,0.0,0
0,17406.0,11.0,26.0,1.0,1.0,2.0,21.0,1.0,2.0,0,1.0,0.0,1,1,0,1.0,4.0,0,3.0,1,0,0,1,1,0,0,0.0,1.0,1
0,17407.0,11.0,38.0,1.0,1.0,2.0,21.0,1.0,2.0,1,0.0,0.0,1,1,1,1.0,4.0,0,3.0,1,0,1,1,1,1,1,0.0,1.0,0
0,17408.0,11.0,35.0,2.0,1.0,2.0,21.0,1.0,2.0,1,0.0,0.0,1,1,1,1.0,4.0,0,3.0,1,0,0,1,1,1,1,0.0,1.0,0
0,17409.0,11.0,59.0,1.0,1.0,2.0,19.0,0.0,2.0,1,0.0,6.0,1,1,1,1.0,4.0,0,2.0,1,0,1,1,1,0,0,0.0,0.0,1
0,17411.0,11.0,38.0,2.0,1.0,2.0,21.0,1.0,2.0,1,0.0,0.0,1,0,1,1.0,4.0,0,3.0,1,0,1,1,1,1,1,0.0,1.0,0
0,17412.0,11.0,40.0,1.0,1.0,2.0,21.0,1.0,2.0,1,0.0,0.0,1,0,1,1.0,4.0,0,3.0,1,0,1,1,1,1,1,0.0,1.0,0
0,17415.0,11.0,29.0,1.0,2.0,2.0,22.0,1.0,2.0,1,0.0,0.0,1,1,1,1.0,4.0,0,3.0,1,0,1,1,1,0,1,0.0,1.0,1
1,17416.0,11.0,26.0,2.0,1.0,2.0,22.0,1.0,2.0,1,0.0,3.0,1,1,1,1.0,4.0,0,3.0,1,0,0,1,1,0,1,0.0,1.0,0
0,17418.0,11.0,50.0,1.0,1.0,2.0,22.0,1.0,2.0,1,0.0,3.0,1,1,1,1.0,4.0,0,2.0,1,0,1,1,1,0,0,0.0,0.0,0
0,17420.0,11.0,31.0,1.0,2.0,2.0,22.0,1.0,2.0,1,0.0,0.0,1,1,0,1.0,4.0,0,3.0,1,0,1,1,1,0,0,0.0,1.0,0
0,17425.0,11.0,25.0,1.0,1.0,2.0,11.0,0.0,0.0,1,0.0,6.0,1,0,1,3.0,5.0,0,3.0,1,0,0,1,1,0,1,1.0,0.0,1
0,17440.0,11.0,43.0,2.0,5.0,2.0,16.0,0.0,2.0,0,1.0,6.0,1,1,0,3.0,4.0,0,3.0,1,0,1,1,1,0,1,1.0,1.0,0
0,17472.0,11.0,61.0,1.0,4.0,2.0,11.0,0.0,2.0,0,0.0,7.0,0,0,0,3.0,4.0,1,1.0,1,2,0,1,1,0,2,1.0,1.0,1
0,17473.0,11.0,40.0,2.0,4.0,2.0,20.0,0.0,2.0,1,0.0,8.0,1,1,1,3.0,4.0,0,3.0,1,0,1,1,1,0,1,0.0,1.0,0
1,17486.0,11.0,25.0,2.0,5.0,2.0,19.0,1.0,2.0,0,0.0,11.0,1,1,0,3.0,5.0,0,3.0,1,0,1,1,1,0,1,1.0,1.0,0
1,17488.0,11.0,18.0,2.0,5.0,2.0,19.0,1.0,2.0,0,0.0,8.0,1,1,0,3.0,5.0,0,3.0,1,1,1,1,1,0,1,1.0,1.0,0
0,17493.0,11.0,43.0,2.0,1.0,2.0,17.0,1.0,2.0,1,0.0,6.0,0,1,0,3.0,4.0,0,3.0,1,0,0,0,1,0,0,0.0,1.0,0
1,17494.0,11.0,45.0,1.0,1.0,2.0,17.0,1.0,2.0,1,1.0,6.0,1,1,0,3.0,4.0,0,3.0,1,0,0,0,1,0,0,0.0,1.0,0
0,17495.0,11.0,63.0,1.0,4.0,2.0,16.0,1.0,0.0,1,0.0,3.0,0,1,0,3.0,4.0,0,2.0,1,0,0,0,0,0,1,1.0,0.0,0
1,17496.0,11.0,61.0,2.0,4.0,2.0,16.0,1.0,0.0,1,0.0,3.0,0,1,0,3.0,4.0,0,2.0,1,0,0,0,0,0,1,1.0,0.0,0
1,17502.0,11.0,40.0,2.0,1.0,2.0,19.0,0.0,2.0,1,1.0,8.0,1,0,1,3.0,4.0,0,2.0,0,0,1,1,0,0,1,0.0,0.0,0
0,17506.0,11.0,21.0,2.0,1.0,2.0,19.0,1.0,2.0,0,1.0,10.0,1,0,0,3.0,4.0,0,3.0,1,0,1,1,1,1,1,0.0,0.0,0
0,17509.0,11.0,16.0,1.0,5.0,2.0,19.0,1.0,2.0,0,12.0,10.0,1,0,0,3.0,3.0,1,2.0,1,0,0,1,1,1,1,0.0,0.0,1
1,17510.0,11.0,37.0,2.0,1.0,2.0,20.0,1.0,2.0,1,0.0,8.0,1,1,1,3.0,4.0,0,3.0,0,0,0,1,1,0,1,0.0,0.0,0
0,17514.0,11.0,39.0,2.0,1.0,2.0,17.0,1.0,2.0,1,0.0,5.0,1,0,0,3.0,4.0,0,3.0,1,0,0,1,1,0,1,1.0,0.0,0
0,17522.0,11.0,42.0,2.0,4.0,2.0,18.0,1.0,2.0,1,0.0,5.0,0,0,1,2.0,4.0,0,3.0,1,0,0,1,1,1,1,1.0,0.0,1
0,17524.0,11.0,20.0,2.0,5.0,2.0,18.0,1.0,2.0,0,0.0,4.0,1,0,0,2.0,4.0,0,3.0,1,0,0,1,1,1,1,1.0,0.0,0
0,17528.0,11.0,25.0,1.0,1.0,2.0,15.0,0.0,2.0,0,2.0,7.0,1,0,1,2.0,5.0,0,3.0,1,0,1,0,0,1,0,0.0,0.0,0
1,17529.0,11.0,50.0,2.0,1.0,2.0,17.0,1.0,2.0,1,0.0,5.0,0,1,0,2.0,2.0,1,1.0,0,0,0,1,1,1,0,0.0,0.0,0
0,17531.0,11.0,46.0,2.0,1.0,2.0,15.0,0.0,2.0,0,0.0,8.0,0,0,0,2.0,2.0,0,2.0,1,0,0,1,1,1,1,1.0,1.0,0
0,17533.0,11.0,18.0,2.0,5.0,2.0,21.0,0.0,2.0,0,11.0,7.0,1,0,0,2.0,5.0,0,3.0,1,0,0,0,0,1,1,0.0,0.0,0
0,17547.0,11.0,22.0,2.0,1.0,2.0,20.0,1.0,2.0,1,0.0,8.0,0,0,1,2.0,5.0,0,2.0,1,0,0,1,1,1,0,0.0,0.0,0
0,17548.0,11.0,25.0,1.0,1.0,2.0,20.0,1.0,2.0,1,21.0,8.0,1,0,1,2.0,5.0,0,3.0,1,1,0,1,1,0,0,0.0,1.0,0
0,17553.0,11.0,24.0,2.0,1.0,2.0,14.0,0.0,2.0,0,2.0,9.0,0,0,0,2.0,3.0,1,3.0,1,1,0,1,1,1,0,0.0,1.0,1
0,17554.0,11.0,22.0,1.0,4.0,2.0,21.0,1.0,2.0,0,2.0,11.0,1,1,0,2.0,5.0,0,3.0,1,0,0,1,1,1,1,0.0,0.0,1
0,17559.0,11.0,44.0,2.0,7.0,2.0,22.0,1.0,2.0,1,0.0,8.0,1,0,0,2.0,4.0,0,3.0,1,0,0,0,1,0,1,0.0,0.0,0
1,17570.0,11.0,23.0,2.0,1.0,2.0,21.0,1.0,2.0,0,4.0,10.0,0,1,0,2.0,4.0,1,3.0,1,0,0,1,1,1,2,0.0,0.0,1
1,17572.0,11.0,43.0,2.0,1.0,2.0,21.0,1.0,2.0,1,0.0,11.0,0,1,0,2.0,4.0,1,2.0,1,0,0,0,1,0,2,0.0,0.0,1
0,17574.0,11.0,30.0,1.0,1.0,2.0,12.0,0.0,2.0,1,0.0,8.0,1,0,0,2.0,3.0,0,3.0,1,0,0,0,0,0,0,1.0,0.0,0
0,17595.0,11.0,27.0,2.0,7.0,2.0,12.0,0.0,2.0,0,0.0,4.0,0,0,1,2.0,3.0,0,3.0,1,0,0,1,0,0,2,1.0,0.0,0
1,17599.0,11.0,40.0,2.0,7.0,2.0,17.0,1.0,2.0,1,2.0,1.0,0,1,1,2.0,4.0,1,3.0,1,0,0,0,1,0,1,0.0,1.0,1
0,17602.0,11.0,67.0,1.0,8.0,2.0,11.0,1.0,2.0,1,0.0,7.0,0,0,0,2.0,3.0,0,1.0,1,0,0,0,0,0,1,1.0,0.0,1
0,17603.0,11.0,65.0,2.0,8.0,2.0,11.0,1.0,2.0,1,0.0,7.0,0,0,1,2.0,3.0,1,1.0,1,0,0,1,0,0,1,1.0,0.0,0
1,17607.0,11.0,39.0,2.0,1.0,2.0,17.0,1.0,2.0,1,8.0,6.0,0,1,0,2.0,3.0,1,2.0,1,0,1,1,1,1,1,1.0,1.0,0
