discrimination_occurred,respodent_id,interview_country,age,gender,job_situation,ethnic_group,household_income,income_imputed,religion,marital status,past_discrim_exp,extent_of_discrim,can_make_ends_meet,rent_or_own_housing,searched_for_housing,urbanization_degree,health_status,has_illness,health_impact_on_life,insurance_coverage,violence_exp_by_family,aware_of_support_org,friends_from_diff_ethnicity,friends_from_majority,neighbour_ethnicity,social_transfers,poverty_risk,citizenship_status,stopped_by_police
0,23077.0,15.0,18.0,1.0,4.0,7.0,14.0,1.0,2.0,0,1.0,6.0,0,0,0,3.0,5.0,0,3.0,1,0,0,1,1,0,0,0.0,1.0,1
0,23158.0,15.0,29.0,2.0,1.0,7.0,14.0,1.0,2.0,1,0.0,6.0,0,0,0,3.0,4.0,0,3.0,1,0,0,1,1,0,1,0.0,1.0,0
0,23160.0,15.0,28.0,1.0,1.0,7.0,14.0,1.0,2.0,0,0.0,6.0,0,0,1,3.0,4.0,0,3.0,1,0,0,1,1,0,0,0.0,1.0,0
0,23161.0,15.0,27.0,2.0,1.0,7.0,14.0,1.0,2.0,0,0.0,6.0,0,0,1,3.0,4.0,0,3.0,1,0,0,1,1,0,0,0.0,1.0,0
0,23173.0,15.0,38.0,1.0,1.0,7.0,13.0,1.0,0.0,1,1.0,6.0,0,0,1,3.0,5.0,0,3.0,1,0,0,0,0,0,0,0.0,0.0,0
0,23177.0,15.0,35.0,2.0,4.0,7.0,14.0,1.0,0.0,1,1.0,4.0,0,0,1,3.0,4.0,0,3.0,1,0,0,1,1,0,0,0.0,0.0,0
0,23179.0,15.0,60.0,1.0,2.0,7.0,14.0,1.0,2.0,1,0.0,7.0,0,0,0,3.0,3.0,1,2.0,1,0,0,1,1,0,0,0.0,0.0,0
0,23180.0,15.0,60.0,2.0,2.0,7.0,14.0,1.0,2.0,1,1.0,7.0,0,0,0,3.0,3.0,0,2.0,1,0,0,1,1,0,0,0.0,0.0,0
0,23183.0,15.0,30.0,1.0,1.0,7.0,14.0,1.0,0.0,0,0.0,6.0,0,0,1,3.0,5.0,0,3.0,1,0,0,1,1,0,0,0.0,0.0,0
0,23184.0,15.0,28.0,2.0,1.0,7.0,14.0,1.0,0.0,0,0.0,3.0,0,0,1,3.0,5.0,0,3.0,1,0,0,1,1,0,0,0.0,0.0,0
1,23189.0,15.0,33.0,1.0,1.0,7.0,12.0,1.0,2.0,1,6.0,9.0,0,0,0,3.0,4.0,0,3.0,0,2,0,0,0,1,0,0.0,0.0,0
1,23190.0,15.0,23.0,1.0,1.0,7.0,12.0,1.0,2.0,0,6.0,12.0,0,0,0,3.0,5.0,0,3.0,0,1,0,1,1,1,0,0.0,0.0,1
0,23198.0,15.0,45.0,1.0,1.0,7.0,12.0,0.0,0.0,1,0.0,10.0,0,0,1,3.0,5.0,0,3.0,0,0,0,1,0,1,0,0.0,0.0,1
0,23199.0,15.0,51.0,1.0,1.0,7.0,12.0,0.0,2.0,1,0.0,9.0,0,0,1,3.0,4.0,0,3.0,0,0,0,1,0,1,0,0.0,0.0,0
0,23200.0,15.0,30.0,1.0,2.0,7.0,12.0,0.0,2.0,1,2.0,4.0,0,0,1,3.0,5.0,0,3.0,1,0,0,0,1,1,0,0.0,0.0,0
0,23201.0,15.0,29.0,1.0,2.0,7.0,12.0,1.0,2.0,0,5.0,12.0,0,0,1,3.0,5.0,0,3.0,0,0,0,1,1,1,0,0.0,0.0,0
0,23202.0,15.0,24.0,1.0,2.0,7.0,12.0,1.0,2.0,0,0.0,6.0,0,0,0,3.0,5.0,0,3.0,0,0,1,1,1,1,0,0.0,0.0,0
0,23203.0,15.0,26.0,1.0,2.0,7.0,12.0,0.0,2.0,0,1.0,6.0,0,0,1,3.0,5.0,0,3.0,0,0,0,0,0,1,0,0.0,0.0,0
1,23204.0,15.0,43.0,1.0,2.0,7.0,9.0,1.0,2.0,1,3.0,12.0,0,0,1,3.0,4.0,0,3.0,1,0,0,1,1,1,0,0.0,0.0,0
1,23205.0,15.0,25.0,1.0,2.0,7.0,9.0,1.0,2.0,0,4.0,12.0,0,0,1,3.0,5.0,0,3.0,1,0,0,1,0,1,0,0.0,0.0,0
1,23207.0,15.0,32.0,1.0,1.0,7.0,12.0,0.0,2.0,0,13.0,4.0,0,0,1,3.0,4.0,0,3.0,0,0,0,1,1,1,0,0.0,0.0,0
0,23208.0,15.0,34.0,1.0,2.0,7.0,12.0,1.0,2.0,1,0.0,6.0,0,0,1,3.0,5.0,0,3.0,1,0,0,1,1,1,0,0.0,0.0,0
0,23209.0,15.0,29.0,1.0,1.0,7.0,12.0,1.0,2.0,1,0.0,7.0,0,0,0,3.0,5.0,0,3.0,1,0,1,1,1,1,0,0.0,0.0,0
0,23210.0,15.0,18.0,1.0,4.0,7.0,7.0,1.0,2.0,0,0.0,3.0,0,0,0,3.0,4.0,0,3.0,0,0,0,1,1,1,0,1.0,0.0,0
1,23211.0,15.0,30.0,1.0,4.0,7.0,7.0,1.0,2.0,1,7.0,12.0,0,0,0,3.0,5.0,0,3.0,0,1,0,1,1,1,0,1.0,0.0,0
0,23212.0,15.0,36.0,1.0,2.0,7.0,9.0,0.0,2.0,0,0.0,12.0,0,0,1,3.0,5.0,0,3.0,0,0,0,1,1,1,0,0.0,0.0,0
1,23214.0,15.0,36.0,1.0,1.0,7.0,13.0,1.0,0.0,1,4.0,9.0,0,0,0,1.0,4.0,0,3.0,1,1,0,0,0,0,3,0.0,0.0,1
0,23228.0,15.0,31.0,1.0,1.0,7.0,12.0,1.0,0.0,1,2.0,9.0,0,0,0,1.0,4.0,0,3.0,1,1,0,0,0,0,3,0.0,0.0,0
0,23234.0,15.0,17.0,2.0,4.0,7.0,14.0,1.0,2.0,0,0.0,8.0,0,1,0,3.0,5.0,0,3.0,1,0,0,1,1,0,1,0.0,0.0,0
0,23259.0,15.0,20.0,1.0,1.0,7.0,17.0,1.0,2.0,0,0.0,6.0,0,1,0,3.0,5.0,0,3.0,1,0,0,1,1,0,0,0.0,1.0,0
0,23264.0,15.0,33.0,1.0,1.0,7.0,12.0,0.0,2.0,0,3.0,9.0,0,0,0,3.0,5.0,0,3.0,1,0,0,1,1,0,0,0.0,0.0,0
0,23265.0,15.0,34.0,1.0,1.0,7.0,15.0,1.0,2.0,1,0.0,6.0,0,0,1,1.0,4.0,0,3.0,1,0,0,1,1,0,1,0.0,0.0,0
0,23277.0,15.0,39.0,2.0,7.0,7.0,15.0,1.0,0.0,1,0.0,3.0,0,1,0,1.0,5.0,0,3.0,1,0,0,1,1,0,1,0.0,0.0,0
0,23308.0,15.0,32.0,1.0,1.0,7.0,13.0,1.0,2.0,0,0.0,6.0,0,0,0,1.0,5.0,0,3.0,1,0,0,0,0,1,0,0.0,0.0,0
0,23314.0,15.0,30.0,1.0,1.0,7.0,15.0,1.0,2.0,0,0.0,6.0,0,0,0,1.0,4.0,0,3.0,0,0,0,0,0,0,0,0.0,0.0,0
0,23315.0,15.0,26.0,1.0,1.0,7.0,15.0,1.0,2.0,0,3.0,6.0,0,0,0,1.0,5.0,0,3.0,0,0,0,1,1,1,0,0.0,0.0,0
0,23333.0,15.0,29.0,1.0,1.0,7.0,9.0,0.0,2.0,0,0.0,3.0,0,1,0,3.0,4.0,0,3.0,1,0,0,1,1,1,0,0.0,0.0,0
1,23361.0,15.0,39.0,1.0,4.0,7.0,7.0,1.0,0.0,1,0.0,6.0,0,0,1,2.0,5.0,0,3.0,1,0,0,0,1,0,1,1.0,0.0,1
0,23363.0,15.0,38.0,1.0,1.0,7.0,14.0,1.0,0.0,1,0.0,3.0,1,0,0,2.0,5.0,0,3.0,1,0,0,1,1,1,1,0.0,0.0,0
0,23367.0,15.0,42.0,1.0,1.0,7.0,13.0,1.0,0.0,1,0.0,3.0,0,0,0,2.0,5.0,0,3.0,1,0,0,0,0,0,1,0.0,0.0,0
0,23369.0,15.0,49.0,1.0,1.0,7.0,13.0,0.0,1.0,1,0.0,3.0,1,0,1,3.0,4.0,0,3.0,1,0,0,1,1,0,0,0.0,0.0,0
0,23376.0,15.0,32.0,1.0,1.0,7.0,11.0,0.0,0.0,1,0.0,10.0,0,0,1,3.0,4.0,0,3.0,1,0,0,1,1,0,0,0.0,0.0,0
0,23377.0,15.0,33.0,1.0,7.0,7.0,12.0,1.0,1.0,1,0.0,7.0,0,0,1,3.0,5.0,0,3.0,1,0,0,1,1,0,0,0.0,0.0,0
0,23378.0,15.0,34.0,2.0,7.0,7.0,12.0,1.0,1.0,1,0.0,5.0,0,0,1,3.0,4.0,0,3.0,1,0,0,1,1,0,0,0.0,0.0,0
0,23379.0,15.0,48.0,2.0,7.0,7.0,10.0,1.0,1.0,1,0.0,5.0,0,0,1,3.0,4.0,0,3.0,1,0,0,1,1,0,0,0.0,0.0,0
0,23380.0,15.0,53.0,1.0,4.0,7.0,10.0,1.0,1.0,1,0.0,6.0,0,0,1,3.0,4.0,0,3.0,1,0,0,1,1,0,0,0.0,0.0,0
1,23431.0,15.0,38.0,1.0,1.0,7.0,13.0,1.0,2.0,1,4.0,12.0,0,0,0,2.0,4.0,0,3.0,0,2,0,1,1,1,0,0.0,0.0,1
1,23458.0,15.0,41.0,1.0,1.0,7.0,14.0,1.0,2.0,1,1.0,6.0,0,0,1,2.0,4.0,0,3.0,1,0,0,1,1,1,0,0.0,0.0,0
0,23478.0,15.0,35.0,1.0,1.0,7.0,14.0,1.0,2.0,1,1.0,6.0,0,0,1,2.0,4.0,0,3.0,1,0,0,1,1,1,0,0.0,0.0,0
0,23487.0,15.0,40.0,1.0,1.0,7.0,14.0,1.0,2.0,1,0.0,6.0,0,0,1,2.0,4.0,0,3.0,1,0,1,1,1,1,0,0.0,1.0,0
1,23492.0,15.0,40.0,1.0,1.0,7.0,14.0,1.0,2.0,1,3.0,6.0,0,0,0,2.0,3.0,0,3.0,1,0,0,1,1,1,0,0.0,0.0,0
0,23495.0,15.0,24.0,1.0,1.0,7.0,16.0,1.0,2.0,0,0.0,5.0,1,0,1,2.0,5.0,0,3.0,1,0,0,1,1,0,0,0.0,0.0,1
0,23502.0,15.0,21.0,1.0,4.0,7.0,17.0,1.0,2.0,0,0.0,6.0,1,1,1,2.0,5.0,0,3.0,1,0,0,1,1,0,1,0.0,1.0,0
0,23507.0,15.0,47.0,2.0,2.0,7.0,13.0,1.0,0.0,1,0.0,3.0,0,0,0,3.0,4.0,0,3.0,0,0,0,1,1,1,0,0.0,0.0,0
0,23509.0,15.0,37.0,1.0,1.0,7.0,10.0,1.0,2.0,1,0.0,3.0,0,0,1,3.0,4.0,0,3.0,1,0,0,0,1,0,0,0.0,0.0,0
0,23511.0,15.0,33.0,1.0,1.0,7.0,10.0,1.0,2.0,1,0.0,6.0,0,0,1,3.0,5.0,0,3.0,0,2,0,1,1,0,0,0.0,0.0,0
0,23515.0,15.0,39.0,1.0,2.0,7.0,11.0,1.0,2.0,1,5.0,10.0,0,0,1,3.0,4.0,0,3.0,0,0,0,0,0,0,0,0.0,0.0,0
0,23525.0,15.0,38.0,1.0,1.0,7.0,11.0,1.0,0.0,1,0.0,9.0,0,0,1,3.0,4.0,0,3.0,0,0,0,0,0,0,0,0.0,0.0,0
0,23527.0,15.0,52.0,1.0,2.0,7.0,5.0,1.0,2.0,1,2.0,12.0,0,0,1,3.0,3.0,1,2.0,0,1,0,0,0,0,0,1.0,0.0,0
0,23528.0,15.0,37.0,1.0,2.0,7.0,5.0,1.0,2.0,0,5.0,12.0,0,0,1,3.0,4.0,0,3.0,0,2,0,0,0,0,0,1.0,0.0,1
1,23529.0,15.0,39.0,1.0,4.0,7.0,5.0,1.0,2.0,1,0.0,9.0,0,0,1,3.0,3.0,0,3.0,0,0,0,0,0,0,0,1.0,0.0,0
0,23530.0,15.0,39.0,2.0,7.0,7.0,5.0,1.0,2.0,1,0.0,3.0,0,0,0,3.0,3.0,0,3.0,0,0,0,0,0,0,0,1.0,0.0,0
0,23578.0,15.0,44.0,1.0,1.0,7.0,16.0,1.0,0.0,1,0.0,3.0,0,0,0,2.0,5.0,0,3.0,1,0,0,0,0,1,1,0.0,0.0,1
1,23583.0,15.0,21.0,2.0,4.0,7.0,15.0,1.0,0.0,0,0.0,10.0,0,1,0,2.0,5.0,0,3.0,1,2,0,1,1,0,0,0.0,0.0,0
0,23604.0,15.0,36.0,1.0,4.0,7.0,22.0,1.0,2.0,1,0.0,3.0,0,0,0,3.0,5.0,0,3.0,1,0,0,1,1,0,1,0.0,0.0,1
0,23616.0,15.0,36.0,1.0,4.0,7.0,5.0,0.0,2.0,0,1.0,4.0,0,0,1,3.0,5.0,0,3.0,1,2,1,1,1,0,2,1.0,0.0,1
1,23617.0,15.0,35.0,1.0,1.0,7.0,7.0,0.0,2.0,1,3.0,9.0,0,0,0,3.0,4.0,0,3.0,0,0,0,1,1,0,0,1.0,0.0,0
0,23625.0,15.0,28.0,1.0,1.0,7.0,19.0,1.0,0.0,1,0.0,6.0,0,0,1,3.0,4.0,0,3.0,1,0,0,1,1,0,0,0.0,0.0,0
0,23626.0,15.0,45.0,1.0,1.0,7.0,19.0,1.0,0.0,0,0.0,6.0,0,0,0,3.0,5.0,1,3.0,1,0,0,1,1,0,0,0.0,0.0,0
0,23628.0,15.0,56.0,1.0,4.0,7.0,16.0,1.0,2.0,1,0.0,6.0,0,0,0,3.0,4.0,0,3.0,0,1,1,1,1,0,1,0.0,0.0,0
1,23636.0,15.0,39.0,2.0,7.0,7.0,13.0,1.0,0.0,1,0.0,6.0,0,0,0,2.0,4.0,0,3.0,1,0,0,0,0,0,1,0.0,0.0,0
0,23637.0,15.0,42.0,1.0,4.0,7.0,13.0,1.0,0.0,1,0.0,6.0,0,0,0,2.0,4.0,0,3.0,1,0,0,1,1,0,1,0.0,0.0,0
0,23649.0,15.0,43.0,1.0,1.0,7.0,13.0,0.0,0.0,1,0.0,6.0,0,0,1,2.0,4.0,0,3.0,1,0,0,1,1,0,0,0.0,0.0,0
0,23654.0,15.0,41.0,1.0,4.0,7.0,5.0,0.0,0.0,1,0.0,3.0,0,0,0,2.0,3.0,0,2.0,1,0,0,1,0,0,1,1.0,0.0,1
0,23684.0,15.0,19.0,1.0,5.0,7.0,17.0,1.0,2.0,0,2.0,8.0,0,1,0,2.0,5.0,0,3.0,0,0,0,1,1,0,0,0.0,0.0,1
0,23704.0,15.0,35.0,1.0,1.0,7.0,12.0,1.0,2.0,1,0.0,7.0,0,0,1,2.0,4.0,0,3.0,1,1,1,1,1,0,0,0.0,0.0,1
0,23707.0,15.0,47.0,1.0,1.0,7.0,12.0,0.0,2.0,1,0.0,7.0,0,0,1,2.0,4.0,0,3.0,1,0,1,1,1,1,1,0.0,0.0,1
1,23711.0,15.0,32.0,1.0,1.0,7.0,9.0,1.0,2.0,1,2.0,8.0,0,0,1,2.0,4.0,0,3.0,0,0,1,0,1,1,0,0.0,0.0,1
1,23712.0,15.0,20.0,2.0,7.0,7.0,9.0,1.0,2.0,1,1.0,9.0,0,0,0,2.0,4.0,0,3.0,1,0,1,0,0,1,0,0.0,0.0,0
0,23717.0,15.0,35.0,1.0,1.0,7.0,12.0,1.0,0.0,1,1.0,7.0,0,0,1,2.0,3.0,1,3.0,1,2,0,1,1,1,0,0.0,0.0,1
1,23720.0,15.0,33.0,1.0,1.0,7.0,9.0,1.0,2.0,1,0.0,12.0,0,0,1,2.0,3.0,1,2.0,1,0,0,1,1,1,0,0.0,0.0,1
1,23724.0,15.0,32.0,1.0,1.0,7.0,10.0,0.0,2.0,1,0.0,9.0,0,0,1,2.0,5.0,0,3.0,1,1,1,0,1,1,0,0.0,0.0,0
0,23728.0,15.0,38.0,1.0,1.0,7.0,13.0,1.0,2.0,1,0.0,8.0,1,1,0,2.0,4.0,0,3.0,1,2,1,0,0,1,1,0.0,0.0,1
0,23735.0,15.0,18.0,1.0,4.0,7.0,14.0,0.0,2.0,0,0.0,9.0,0,0,1,2.0,5.0,0,3.0,0,0,1,1,1,0,0,0.0,0.0,1
0,23777.0,15.0,28.0,2.0,1.0,7.0,14.0,1.0,0.0,1,0.0,6.0,0,0,1,3.0,4.0,0,3.0,1,0,0,1,1,0,3,0.0,1.0,0
0,23778.0,15.0,34.0,1.0,1.0,7.0,14.0,1.0,0.0,1,0.0,6.0,0,0,1,3.0,4.0,0,3.0,1,0,0,1,1,0,3,0.0,1.0,0
0,23794.0,15.0,30.0,1.0,2.0,7.0,16.0,1.0,0.0,1,0.0,3.0,1,0,1,2.0,5.0,0,3.0,1,0,0,1,1,0,0,0.0,0.0,0
0,23795.0,15.0,25.0,2.0,4.0,7.0,16.0,1.0,0.0,1,0.0,3.0,1,0,0,2.0,4.0,0,3.0,0,0,0,1,1,0,0,0.0,0.0,0
0,23832.0,15.0,45.0,1.0,1.0,7.0,15.0,1.0,2.0,1,0.0,3.0,0,0,0,3.0,4.0,0,3.0,1,0,0,1,1,0,0,0.0,0.0,0
1,23845.0,15.0,20.0,1.0,1.0,7.0,13.0,0.0,2.0,0,4.0,9.0,0,0,1,3.0,4.0,0,3.0,1,0,0,0,0,0,0,0.0,0.0,1
0,23894.0,15.0,44.0,1.0,1.0,7.0,12.0,0.0,0.0,0,0.0,7.0,0,0,0,1.0,4.0,0,3.0,0,0,0,0,0,0,0,0.0,0.0,0
1,23903.0,15.0,32.0,1.0,1.0,7.0,13.0,1.0,2.0,1,4.0,9.0,0,0,0,3.0,4.0,0,3.0,1,2,0,0,0,1,3,0.0,0.0,1
1,23907.0,15.0,48.0,1.0,1.0,7.0,13.0,1.0,2.0,1,3.0,9.0,0,0,1,3.0,3.0,0,2.0,1,1,0,0,0,1,1,0.0,0.0,1
1,23911.0,15.0,25.0,1.0,1.0,7.0,17.0,0.0,0.0,0,3.0,9.0,0,0,0,3.0,4.0,0,3.0,1,1,0,0,0,0,0,0.0,0.0,1
0,23932.0,15.0,34.0,1.0,4.0,7.0,12.0,1.0,2.0,1,0.0,0.0,1,0,0,2.0,3.0,0,3.0,0,2,0,0,0,1,0,0.0,0.0,0
1,23963.0,15.0,19.0,1.0,4.0,7.0,14.0,1.0,2.0,0,1.0,8.0,0,1,0,2.0,5.0,0,3.0,1,1,0,0,1,1,1,0.0,0.0,1
0,23972.0,15.0,43.0,1.0,4.0,7.0,9.0,0.0,2.0,1,0.0,3.0,0,0,0,2.0,4.0,0,3.0,1,0,0,0,0,0,1,0.0,0.0,0
1,23973.0,15.0,34.0,1.0,4.0,7.0,7.0,0.0,2.0,0,1.0,4.0,0,0,0,2.0,5.0,0,3.0,1,0,0,1,0,0,1,1.0,0.0,0
0,23987.0,15.0,25.0,2.0,1.0,7.0,12.0,1.0,2.0,0,0.0,9.0,0,0,0,1.0,5.0,0,3.0,1,0,0,1,1,0,0,0.0,1.0,1
0,23993.0,15.0,32.0,1.0,1.0,7.0,14.0,1.0,2.0,1,0.0,3.0,0,0,0,1.0,4.0,0,3.0,0,0,0,1,1,1,0,0.0,0.0,0
0,23998.0,15.0,26.0,1.0,1.0,7.0,14.0,1.0,2.0,0,0.0,9.0,0,0,1,1.0,5.0,0,3.0,1,0,0,1,1,0,0,0.0,1.0,1
0,23999.0,15.0,25.0,2.0,1.0,7.0,14.0,1.0,2.0,0,0.0,9.0,0,0,1,1.0,4.0,0,3.0,1,0,0,1,1,0,0,0.0,1.0,1
0,24007.0,15.0,32.0,1.0,2.0,7.0,14.0,1.0,2.0,0,0.0,6.0,0,0,0,3.0,4.0,0,3.0,1,0,0,1,1,0,0,0.0,0.0,1
0,24008.0,15.0,30.0,1.0,2.0,7.0,14.0,1.0,2.0,0,0.0,6.0,0,0,0,3.0,5.0,0,3.0,1,0,0,1,1,0,0,0.0,0.0,1
0,24037.0,15.0,44.0,1.0,1.0,7.0,10.0,0.0,2.0,0,0.0,6.0,0,0,0,3.0,4.0,0,3.0,1,0,1,1,1,0,0,0.0,0.0,1
0,24040.0,15.0,28.0,1.0,1.0,7.0,12.0,0.0,2.0,1,0.0,6.0,0,0,1,3.0,4.0,0,3.0,1,0,0,1,1,1,1,0.0,0.0,0
0,24042.0,15.0,23.0,1.0,1.0,7.0,16.0,1.0,2.0,0,0.0,6.0,0,0,0,3.0,5.0,0,3.0,1,0,0,1,1,1,0,0.0,1.0,1
0,24053.0,15.0,29.0,1.0,4.0,7.0,12.0,1.0,2.0,1,0.0,6.0,0,0,1,3.0,4.0,0,3.0,0,0,0,0,0,0,0,0.0,0.0,1
1,24054.0,15.0,44.0,1.0,4.0,7.0,10.0,0.0,2.0,1,0.0,7.0,0,0,0,3.0,4.0,0,3.0,1,0,1,1,0,1,0,0.0,0.0,1
0,24056.0,15.0,31.0,1.0,4.0,7.0,9.0,1.0,2.0,1,0.0,3.0,0,0,1,3.0,5.0,0,3.0,1,0,0,1,0,1,0,0.0,0.0,0
0,24062.0,15.0,51.0,2.0,7.0,7.0,12.0,1.0,2.0,1,0.0,3.0,0,0,0,3.0,3.0,1,2.0,0,0,0,0,0,0,1,0.0,0.0,0
0,24066.0,15.0,36.0,2.0,1.0,7.0,9.0,1.0,2.0,1,0.0,6.0,0,0,1,3.0,4.0,0,3.0,1,0,0,1,1,0,1,0.0,0.0,0
0,24067.0,15.0,40.0,1.0,4.0,7.0,9.0,1.0,2.0,1,0.0,0.0,0,0,0,3.0,4.0,0,3.0,0,0,0,0,1,0,1,0.0,0.0,0
0,24071.0,15.0,43.0,1.0,1.0,7.0,9.0,1.0,2.0,1,0.0,3.0,0,0,1,3.0,4.0,0,3.0,1,0,0,1,1,0,1,0.0,0.0,0
0,24072.0,15.0,41.0,2.0,4.0,7.0,9.0,1.0,2.0,1,0.0,3.0,0,0,0,3.0,4.0,0,3.0,1,0,0,0,0,0,0,0.0,0.0,0
1,24078.0,15.0,26.0,1.0,1.0,7.0,15.0,1.0,0.0,0,7.0,9.0,1,1,0,2.0,5.0,0,3.0,1,0,0,0,1,0,0,0.0,1.0,1
0,24088.0,15.0,37.0,1.0,1.0,7.0,14.0,1.0,0.0,1,0.0,10.0,0,1,0,2.0,5.0,0,3.0,1,0,0,0,0,1,1,0.0,1.0,1
0,24095.0,15.0,23.0,1.0,1.0,7.0,12.0,1.0,0.0,0,0.0,6.0,1,1,0,2.0,5.0,0,3.0,1,0,0,1,1,0,1,0.0,0.0,1
1,24121.0,15.0,40.0,1.0,1.0,7.0,14.0,1.0,0.0,1,0.0,6.0,0,0,0,3.0,4.0,0,3.0,1,0,0,1,1,0,1,0.0,0.0,0
1,24140.0,15.0,22.0,1.0,4.0,7.0,7.0,0.0,2.0,0,0.0,6.0,0,0,0,3.0,4.0,0,3.0,1,0,0,1,1,0,0,1.0,0.0,1
1,24147.0,15.0,38.0,2.0,7.0,7.0,11.0,1.0,2.0,1,0.0,9.0,0,1,0,3.0,4.0,0,3.0,1,1,0,1,0,0,1,0.0,0.0,0
1,24148.0,15.0,42.0,1.0,4.0,7.0,11.0,1.0,2.0,1,1.0,6.0,0,1,0,3.0,4.0,0,3.0,1,0,0,1,1,0,1,0.0,0.0,1
0,24164.0,15.0,25.0,2.0,7.0,7.0,15.0,1.0,2.0,1,0.0,6.0,0,0,0,3.0,4.0,0,3.0,1,0,0,1,0,0,0,0.0,0.0,0
0,24167.0,15.0,41.0,2.0,7.0,7.0,15.0,1.0,0.0,1,0.0,8.0,1,1,0,3.0,3.0,1,3.0,1,0,0,1,1,0,0,0.0,0.0,0
0,24183.0,15.0,35.0,1.0,4.0,7.0,11.0,1.0,2.0,1,0.0,4.0,0,0,0,3.0,5.0,0,3.0,1,0,0,1,1,0,0,0.0,0.0,1
0,24188.0,15.0,46.0,2.0,7.0,7.0,15.0,1.0,0.0,1,0.0,6.0,0,0,0,3.0,4.0,0,3.0,1,0,0,1,1,0,0,0.0,0.0,0
1,24193.0,15.0,31.0,1.0,1.0,7.0,12.0,1.0,2.0,1,0.0,6.0,0,0,0,2.0,5.0,0,3.0,1,0,0,0,0,1,0,0.0,0.0,1
1,24194.0,15.0,25.0,1.0,10.0,7.0,12.0,1.0,2.0,0,0.0,6.0,0,0,0,2.0,5.0,0,3.0,1,0,0,0,0,1,0,0.0,0.0,0
0,24195.0,15.0,49.0,1.0,4.0,7.0,13.0,1.0,2.0,1,0.0,6.0,0,0,0,2.0,5.0,0,3.0,1,0,0,0,0,1,0,0.0,1.0,0
0,24196.0,15.0,41.0,2.0,4.0,7.0,13.0,1.0,2.0,1,0.0,3.0,0,0,0,2.0,5.0,0,3.0,1,0,0,1,1,1,0,0.0,1.0,0
1,24199.0,15.0,33.0,2.0,4.0,7.0,14.0,1.0,2.0,1,0.0,6.0,0,1,0,2.0,5.0,0,3.0,1,0,0,0,0,1,0,0.0,1.0,0
1,24212.0,15.0,18.0,1.0,4.0,7.0,1.0,0.0,2.0,0,4.0,9.0,0,0,0,2.0,5.0,0,3.0,1,1,0,0,1,1,1,1.0,0.0,0
1,24239.0,15.0,32.0,1.0,1.0,7.0,13.0,1.0,2.0,1,0.0,6.0,0,0,0,3.0,5.0,0,3.0,1,1,0,1,1,0,0,0.0,0.0,1
1,24240.0,15.0,51.0,1.0,1.0,7.0,13.0,1.0,2.0,1,2.0,7.0,0,0,0,3.0,5.0,0,3.0,1,1,0,1,1,0,0,0.0,1.0,0
0,24241.0,15.0,42.0,1.0,1.0,7.0,13.0,1.0,2.0,1,0.0,7.0,0,0,1,3.0,5.0,0,3.0,1,1,0,1,1,0,0,0.0,0.0,0
1,24242.0,15.0,38.0,1.0,1.0,7.0,13.0,1.0,2.0,1,2.0,6.0,0,0,0,3.0,5.0,0,3.0,1,0,0,1,1,0,0,0.0,0.0,1
0,24243.0,15.0,38.0,1.0,1.0,7.0,12.0,0.0,2.0,1,0.0,6.0,0,0,1,3.0,5.0,0,3.0,1,1,0,1,1,0,0,0.0,0.0,0
0,24244.0,15.0,28.0,1.0,1.0,7.0,13.0,0.0,0.0,0,2.0,6.0,0,0,1,3.0,5.0,0,3.0,1,0,0,1,1,0,0,0.0,0.0,0
1,24269.0,15.0,37.0,1.0,2.0,7.0,14.0,1.0,2.0,0,0.0,6.0,0,0,1,3.0,5.0,0,3.0,1,1,0,1,1,0,0,0.0,0.0,1
0,24284.0,15.0,19.0,1.0,5.0,7.0,6.0,0.0,2.0,0,0.0,6.0,0,0,1,3.0,4.0,0,3.0,1,0,0,1,1,0,0,1.0,0.0,1
0,24400.0,15.0,36.0,1.0,4.0,7.0,7.0,1.0,2.0,0,0.0,3.0,0,0,0,2.0,4.0,0,3.0,1,0,0,0,1,1,1,1.0,0.0,0
0,24401.0,15.0,23.0,1.0,4.0,7.0,7.0,1.0,2.0,0,0.0,3.0,0,0,0,2.0,5.0,0,3.0,1,0,0,1,1,1,1,1.0,0.0,0
0,24406.0,15.0,47.0,1.0,4.0,7.0,8.0,1.0,2.0,0,0.0,3.0,0,0,0,2.0,4.0,0,3.0,1,0,0,1,1,0,1,0.0,0.0,0
0,24407.0,15.0,50.0,1.0,9.0,7.0,8.0,1.0,2.0,0,0.0,3.0,0,0,0,2.0,4.0,0,3.0,1,0,0,1,1,0,1,0.0,0.0,0
0,24411.0,15.0,35.0,2.0,7.0,7.0,14.0,1.0,2.0,1,0.0,3.0,0,1,0,2.0,4.0,0,3.0,1,0,0,1,1,1,0,0.0,0.0,0
0,24455.0,15.0,32.0,1.0,1.0,7.0,11.0,0.0,2.0,0,0.0,3.0,0,0,0,2.0,4.0,0,3.0,1,0,1,1,1,1,0,0.0,0.0,0
1,24526.0,15.0,19.0,2.0,1.0,7.0,13.0,1.0,0.0,0,7.0,6.0,1,0,0,2.0,5.0,0,3.0,1,1,0,1,1,0,1,0.0,0.0,0
1,24564.0,15.0,36.0,2.0,1.0,7.0,17.0,0.0,0.0,1,4.0,9.0,1,0,0,1.0,4.0,0,3.0,1,1,0,1,0,0,1,0.0,0.0,0
