EUD01_01,EUD01_02,EUD01_03,EUD01_04,EUD01_05,EUD01_06,EUD01_07,EUD01_08,EUD01_09,EUD01_96,EUD01_97,EUD01_99,id,Generation,HH02,HH03,HH04,IN02,IN05,SI03_3_H,PB01_mod,S01_mod,SI06_mod,HLS02_mod,DHO01_mod,DEGURBA_mod,DHE01_mod,DHE02_mod,DHE03_mod,DHE04_mod,RA04_mod,VV10,res_stat_mod_1,arop_mod,RA03,VH01a,DO27_mod
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44842.0,,55.0,2.0,4.0,5.0,,3.0,1.0,0,0,0,0,1.0,3.0,0,3.0,0,0,1.0,0,,8.0,11.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44844.0,,56.0,1.0,4.0,5.0,,6.0,1.0,0,0,0,0,1.0,4.0,0,3.0,0,0,0.0,0,,6.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44846.0,,38.0,2.0,4.0,5.0,,5.0,1.0,0,0,0,0,1.0,4.0,0,3.0,0,0,0.0,0,,7.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44850.0,,43.0,2.0,4.0,5.0,,4.0,1.0,1,0,0,0,1.0,2.0,1,2.0,0,0,0.0,0,,6.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44869.0,,57.0,2.0,8.0,5.0,,8.0,1.0,0,0,1,0,1.0,1.0,1,2.0,1,0,0.0,0,,6.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44878.0,,32.0,2.0,4.0,5.0,,6.0,1.0,1,0,1,0,1.0,4.0,0,3.0,0,0,0.0,0,,3.0,0.0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44881.0,,19.0,1.0,1.0,5.0,,12.0,1.0,0,0,1,0,1.0,4.0,0,3.0,1,0,0.0,0,,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,44886.0,,50.0,2.0,4.0,5.0,,7.0,1.0,1,0,1,0,1.0,3.0,0,3.0,0,1,1.0,0,,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44888.0,,43.0,1.0,4.0,5.0,,9.0,1.0,1,0,1,0,1.0,4.0,0,3.0,0,0,1.0,0,,9.0,6.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44891.0,,79.0,1.0,8.0,5.0,,10.0,1.0,1,0,1,0,1.0,3.0,0,3.0,1,0,0.0,0,,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44898.0,,33.0,1.0,4.0,5.0,,5.0,1.0,0,0,1,0,1.0,2.0,1,1.0,1,0,0.0,0,,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44901.0,,21.0,2.0,4.0,5.0,,4.0,1.0,1,0,0,0,1.0,4.0,0,3.0,0,0,0.0,0,,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44911.0,,59.0,2.0,4.0,5.0,,5.0,2.0,0,0,1,0,1.0,2.0,0,2.0,0,0,0.0,0,,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44915.0,,43.0,2.0,4.0,5.0,,7.0,1.0,0,0,1,1,1.0,3.0,1,3.0,0,0,0.0,0,,8.0,1.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44916.0,,76.0,1.0,8.0,5.0,,3.0,1.0,0,0,1,0,1.0,3.0,0,3.0,0,0,0.0,0,,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44924.0,,33.0,2.0,4.0,5.0,,4.0,1.0,0,0,1,0,2.0,4.0,0,3.0,0,0,0.0,0,,8.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44928.0,,62.0,2.0,8.0,5.0,,3.0,2.0,0,1,1,0,2.0,2.0,1,1.0,0,1,0.0,0,,12.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44934.0,,28.0,1.0,4.0,5.0,,5.0,1.0,0,0,1,0,2.0,4.0,0,3.0,0,0,0.0,0,,8.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44938.0,,57.0,2.0,4.0,5.0,,2.0,1.0,1,0,1,0,2.0,2.0,1,3.0,0,0,0.0,0,,6.0,0.0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44956.0,,33.0,2.0,4.0,5.0,,5.0,2.0,1,0,1,0,2.0,4.0,0,3.0,0,0,0.0,0,,11.0,0.0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44962.0,,40.0,1.0,4.0,5.0,,6.0,2.0,0,0,1,0,2.0,4.0,1,3.0,0,0,2.0,0,,9.0,0.0,0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44976.0,,26.0,1.0,1.0,5.0,,8.0,0.0,0,0,1,1,2.0,5.0,0,3.0,1,1,1.0,0,,10.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44982.0,,50.0,1.0,4.0,5.0,,5.0,0.0,1,0,1,0,1.0,3.0,0,3.0,0,1,0.0,0,,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44987.0,,63.0,2.0,4.0,5.0,,5.0,2.0,1,0,1,0,1.0,2.0,1,2.0,0,0,0.0,0,,5.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44994.0,,56.0,1.0,4.0,5.0,,4.0,2.0,0,0,1,0,1.0,2.0,0,1.0,1,1,0.0,0,,0.0,1.0,0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45012.0,,47.0,2.0,6.0,5.0,,4.0,1.0,1,0,1,0,1.0,3.0,1,3.0,1,0,0.0,0,,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45026.0,,47.0,1.0,4.0,5.0,,4.0,1.0,1,0,1,0,1.0,3.0,0,3.0,0,0,1.0,0,,4.0,0.0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45031.0,,67.0,1.0,1.0,5.0,,4.0,0.0,0,0,1,0,1.0,4.0,0,3.0,0,0,0.0,0,,4.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45037.0,,33.0,2.0,4.0,5.0,,4.0,0.0,1,0,0,0,1.0,4.0,0,3.0,1,0,1.0,0,,7.0,0.0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45049.0,,33.0,1.0,7.0,5.0,,6.0,0.0,0,0,1,0,1.0,3.0,1,3.0,1,0,0.0,0,,6.0,0.0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45057.0,,42.0,1.0,4.0,5.0,,5.0,1.0,1,0,1,0,1.0,3.0,1,3.0,1,0,0.0,0,,5.0,1.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45064.0,,49.0,2.0,4.0,5.0,,6.0,0.0,1,0,1,0,1.0,4.0,0,3.0,1,0,0.0,0,,0.0,0.0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45071.0,,42.0,1.0,10.0,5.0,,3.0,1.0,0,0,0,0,1.0,4.0,0,3.0,1,0,0.0,0,,2.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45100.0,,57.0,1.0,4.0,5.0,,4.0,2.0,1,0,0,0,3.0,5.0,0,3.0,0,0,1.0,0,,5.0,7.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45104.0,,32.0,1.0,4.0,5.0,,7.0,2.0,0,1,1,0,3.0,5.0,0,3.0,1,1,0.0,0,,8.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45109.0,,26.0,1.0,4.0,5.0,,4.0,2.0,0,0,0,0,3.0,5.0,0,3.0,1,1,0.0,0,,9.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45113.0,,57.0,1.0,4.0,5.0,,8.0,2.0,0,0,1,0,3.0,3.0,0,2.0,1,1,0.0,0,,6.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45116.0,,34.0,2.0,4.0,5.0,,7.0,2.0,0,0,1,0,3.0,4.0,0,3.0,1,1,0.0,0,,9.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45133.0,,28.0,2.0,4.0,5.0,,5.0,1.0,0,1,1,0,1.0,5.0,0,3.0,0,0,0.0,0,,5.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45139.0,,32.0,1.0,4.0,5.0,,3.0,1.0,0,0,1,0,1.0,5.0,0,3.0,1,1,0.0,0,,7.0,1.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45142.0,,46.0,2.0,4.0,5.0,,12.0,1.0,1,1,1,0,1.0,5.0,0,3.0,0,0,0.0,0,,5.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45146.0,,33.0,2.0,4.0,5.0,,4.0,1.0,0,1,1,0,1.0,4.0,0,2.0,1,1,0.0,0,,9.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45152.0,,35.0,1.0,4.0,5.0,,5.0,1.0,0,1,1,0,1.0,4.0,0,3.0,1,1,0.0,0,,8.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45156.0,,56.0,2.0,4.0,5.0,,5.0,1.0,0,1,1,0,1.0,3.0,0,3.0,1,1,0.0,0,,9.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45162.0,,30.0,1.0,4.0,5.0,,7.0,1.0,0,1,1,0,1.0,5.0,0,3.0,0,0,2.0,0,,5.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45171.0,,47.0,2.0,4.0,5.0,,3.0,1.0,1,0,1,0,1.0,4.0,0,3.0,0,0,0.0,0,,6.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45174.0,,32.0,1.0,4.0,5.0,,5.0,1.0,1,0,1,0,1.0,5.0,0,3.0,0,0,0.0,0,,9.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45178.0,,28.0,1.0,4.0,5.0,,7.0,1.0,1,0,1,0,1.0,5.0,0,3.0,0,0,0.0,0,,3.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45180.0,,31.0,2.0,4.0,5.0,,9.0,1.0,0,0,1,0,1.0,5.0,0,3.0,0,1,0.0,0,,9.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45189.0,,37.0,1.0,4.0,5.0,,8.0,1.0,1,0,1,0,1.0,5.0,0,3.0,0,1,0.0,0,,6.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45201.0,,32.0,1.0,4.0,5.0,,5.0,1.0,0,0,1,0,1.0,5.0,0,3.0,1,1,0.0,0,,7.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45203.0,,32.0,1.0,4.0,5.0,,4.0,1.0,0,0,1,0,1.0,4.0,0,3.0,1,0,0.0,0,,7.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45229.0,,40.0,2.0,4.0,5.0,,5.0,2.0,1,0,1,0,1.0,4.0,0,3.0,1,0,0.0,0,,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45235.0,,25.0,1.0,4.0,5.0,,7.0,2.0,0,0,1,0,1.0,4.0,0,3.0,0,0,0.0,0,,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45238.0,,27.0,1.0,1.0,5.0,,7.0,2.0,0,0,1,0,1.0,5.0,0,3.0,1,0,0.0,0,,2.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45239.0,,35.0,1.0,2.0,5.0,,6.0,2.0,1,0,1,0,1.0,5.0,0,3.0,1,0,0.0,0,,0.0,0.0,1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45244.0,,60.0,1.0,4.0,5.0,,5.0,2.0,0,0,1,0,1.0,3.0,0,3.0,0,0,0.0,0,,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45247.0,,50.0,1.0,1.0,5.0,,8.0,2.0,0,0,1,0,1.0,5.0,0,3.0,1,0,0.0,0,,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45252.0,,53.0,2.0,4.0,5.0,,9.0,2.0,1,0,1,0,1.0,3.0,0,3.0,0,0,0.0,0,,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45257.0,,53.0,1.0,4.0,5.0,,6.0,2.0,1,0,1,0,1.0,4.0,0,3.0,0,0,0.0,0,,6.0,2.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45260.0,,42.0,2.0,4.0,5.0,,9.0,2.0,0,0,1,0,1.0,4.0,0,3.0,0,0,0.0,0,,6.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45267.0,,30.0,2.0,4.0,5.0,,9.0,2.0,1,0,1,0,1.0,4.0,0,3.0,0,0,0.0,0,,4.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45280.0,,34.0,1.0,4.0,5.0,,6.0,2.0,0,0,1,0,1.0,4.0,0,3.0,0,0,0.0,0,,9.0,1.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45283.0,,51.0,2.0,4.0,5.0,,7.0,2.0,0,0,1,0,1.0,4.0,0,3.0,0,0,0.0,0,,7.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45292.0,,17.0,1.0,4.0,5.0,,6.0,1.0,0,0,1,0,3.0,4.0,0,3.0,0,0,0.0,0,,9.0,0.0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45296.0,,19.0,1.0,4.0,5.0,,7.0,1.0,0,0,1,0,3.0,5.0,0,3.0,0,0,0.0,0,,7.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45308.0,,54.0,1.0,4.0,5.0,,5.0,1.0,1,0,1,0,3.0,4.0,0,3.0,0,0,0.0,0,,7.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45318.0,,48.0,1.0,1.0,5.0,,10.0,1.0,1,0,1,0,1.0,4.0,0,3.0,0,0,0.0,0,,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45325.0,,29.0,2.0,4.0,5.0,,8.0,1.0,1,0,1,0,1.0,4.0,0,3.0,0,1,0.0,0,,2.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45332.0,,55.0,1.0,4.0,5.0,,9.0,1.0,0,0,1,0,1.0,3.0,0,2.0,0,1,0.0,0,,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45340.0,,51.0,1.0,1.0,5.0,,7.0,1.0,1,0,1,0,1.0,3.0,1,2.0,1,0,0.0,0,,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45345.0,,29.0,1.0,4.0,5.0,,6.0,1.0,1,0,1,0,1.0,5.0,0,3.0,0,1,0.0,0,,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45350.0,,52.0,2.0,4.0,5.0,,7.0,1.0,1,0,1,0,1.0,3.0,0,3.0,0,0,0.0,0,,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45357.0,,22.0,1.0,1.0,5.0,,9.0,1.0,1,0,1,0,1.0,4.0,0,2.0,0,0,0.0,0,,1.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45363.0,,27.0,1.0,1.0,5.0,,7.0,1.0,0,0,1,0,1.0,4.0,1,1.0,0,1,0.0,0,,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45368.0,,35.0,1.0,1.0,5.0,,5.0,2.0,1,0,1,0,1.0,4.0,0,2.0,0,1,0.0,0,,0.0,0.0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45374.0,,35.0,1.0,1.0,5.0,,6.0,0.0,1,0,1,0,1.0,3.0,0,1.0,0,1,0.0,0,,0.0,1.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45380.0,,26.0,2.0,4.0,5.0,,8.0,1.0,0,0,1,0,1.0,5.0,0,3.0,1,0,0.0,0,,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45389.0,,23.0,1.0,1.0,5.0,,10.0,1.0,1,0,1,0,1.0,4.0,0,3.0,1,0,0.0,0,,2.0,1.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45399.0,,37.0,2.0,1.0,5.0,,8.0,1.0,0,0,1,0,1.0,4.0,0,3.0,1,1,0.0,0,,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45403.0,,37.0,2.0,4.0,5.0,,4.0,1.0,1,0,1,0,1.0,4.0,0,3.0,0,0,0.0,0,,6.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45410.0,,33.0,2.0,4.0,5.0,,7.0,1.0,0,0,1,0,1.0,4.0,0,3.0,1,0,0.0,0,,3.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45415.0,,33.0,1.0,4.0,5.0,,7.0,1.0,1,0,0,0,1.0,4.0,0,3.0,0,0,0.0,0,,0.0,1.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45426.0,,35.0,2.0,4.0,5.0,,5.0,1.0,1,0,1,0,1.0,4.0,0,3.0,1,0,0.0,0,,0.0,0.0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45434.0,,33.0,2.0,4.0,5.0,,3.0,1.0,1,0,1,0,1.0,4.0,0,3.0,1,0,0.0,0,,3.0,1.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45439.0,,27.0,2.0,4.0,5.0,,3.0,1.0,1,0,1,0,1.0,4.0,0,3.0,1,0,0.0,0,,1.0,0.0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45444.0,,21.0,2.0,4.0,5.0,,3.0,1.0,1,0,1,0,1.0,4.0,0,3.0,1,0,0.0,0,,3.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45449.0,,45.0,2.0,4.0,5.0,,4.0,1.0,1,0,1,0,1.0,4.0,0,3.0,1,0,0.0,0,,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45453.0,,58.0,2.0,4.0,5.0,,5.0,1.0,0,0,1,0,1.0,2.0,1,2.0,1,0,0.0,0,,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45463.0,,37.0,2.0,4.0,5.0,,3.0,1.0,1,0,1,0,1.0,5.0,0,3.0,0,0,0.0,0,,8.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45467.0,,30.0,1.0,4.0,5.0,,7.0,1.0,1,1,1,0,1.0,5.0,0,3.0,0,0,0.0,0,,6.0,3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45480.0,,31.0,1.0,4.0,5.0,,3.0,1.0,1,0,1,0,1.0,5.0,0,3.0,0,0,0.0,0,,6.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45485.0,,57.0,1.0,4.0,5.0,,3.0,2.0,1,0,1,0,1.0,5.0,0,3.0,0,0,0.0,0,,3.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45494.0,,45.0,2.0,4.0,5.0,,10.0,2.0,1,0,1,0,1.0,5.0,0,3.0,0,1,0.0,0,,3.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45507.0,,21.0,2.0,4.0,5.0,,6.0,2.0,1,0,0,0,1.0,5.0,0,3.0,1,0,0.0,0,,3.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45509.0,,31.0,2.0,4.0,5.0,,8.0,0.0,1,0,1,0,1.0,5.0,0,3.0,1,0,0.0,0,,1.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45514.0,,56.0,2.0,1.0,5.0,,10.0,2.0,1,0,1,0,1.0,4.0,0,3.0,1,1,0.0,0,,1.0,0.0,0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45517.0,,48.0,2.0,4.0,5.0,,6.0,0.0,0,0,1,0,1.0,4.0,0,1.0,0,0,1.0,0,,8.0,5.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45524.0,,21.0,2.0,7.0,5.0,,9.0,1.0,1,0,1,0,1.0,5.0,0,3.0,0,1,0.0,0,,3.0,0.0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45530.0,,50.0,2.0,1.0,5.0,,9.0,1.0,1,0,1,0,1.0,3.0,1,3.0,0,1,0.0,0,,3.0,0.0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45536.0,,60.0,1.0,4.0,5.0,,7.0,1.0,1,0,1,0,1.0,4.0,0,3.0,0,0,0.0,0,,8.0,3.0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45539.0,,25.0,2.0,1.0,5.0,,7.0,0.0,1,1,1,0,1.0,5.0,0,3.0,1,0,1.0,0,,3.0,0.0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45542.0,,59.0,1.0,1.0,5.0,,11.0,0.0,1,0,1,0,1.0,4.0,0,3.0,0,1,0.0,0,,6.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45548.0,,23.0,1.0,1.0,5.0,,4.0,2.0,0,0,0,0,1.0,4.0,0,3.0,1,0,0.0,0,,4.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45551.0,,39.0,1.0,1.0,5.0,,5.0,2.0,0,0,1,0,1.0,3.0,1,2.0,0,0,0.0,0,,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45558.0,,38.0,2.0,4.0,5.0,,5.0,2.0,0,0,1,0,1.0,3.0,1,2.0,0,0,0.0,0,,4.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45563.0,,35.0,2.0,4.0,5.0,,4.0,2.0,1,0,1,0,1.0,4.0,0,3.0,1,0,0.0,0,,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45571.0,,68.0,1.0,4.0,5.0,,3.0,2.0,1,0,1,0,1.0,3.0,1,2.0,1,0,0.0,0,,3.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45575.0,,18.0,1.0,5.0,5.0,,5.0,2.0,0,0,1,0,1.0,5.0,0,3.0,1,0,0.0,0,,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45580.0,,32.0,1.0,1.0,5.0,,4.0,2.0,0,0,1,0,1.0,4.0,0,3.0,1,0,0.0,0,,6.0,0.0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45587.0,,50.0,1.0,4.0,5.0,,6.0,1.0,0,0,0,0,3.0,2.0,1,3.0,0,0,2.0,0,,6.0,14.0,1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45609.0,,48.0,2.0,4.0,5.0,,3.0,1.0,0,0,1,0,3.0,2.0,1,2.0,1,1,1.0,0,,7.0,8.0,0
